Date,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry,year,month,day,day_of_year,week_of_year,quarter,season,month_sin,month_cos,day_sin,day_cos,day_of_year_sin,day_of_year_cos,week_of_year_sin,week_of_year_cos,quarter_sin,quarter_cos,season_sin,season_cos
2009-12-17,0.0,0.3080082135523614,0.1716621253405994,0.3598233995584989,0.2173913043478259,2009,12,17,351,51,4,1,-2.4492935982947064e-16,1.0,-0.4067366430758002,-0.9135454576426009,-0.23867276600594997,0.9711000518829505,-0.1372837753587243,0.9905317587151132,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-18,0.0,0.3052703627652295,0.1607629427792915,0.3253060405378287,0.2173913043478259,2009,12,18,352,51,4,1,-2.4492935982947064e-16,1.0,-0.587785252292473,-0.8090169943749475,-0.22192151300416674,0.9750645322571945,-0.1372837753587243,0.9905317587151132,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-19,0.1768202080237741,0.3073237508555786,0.1226158038147138,0.3333667803866478,0.2173913043478259,2009,12,19,353,51,4,1,-2.4492935982947064e-16,1.0,-0.743144825477394,-0.6691306063588585,-0.20510449986861926,0.9787400799669153,-0.1372837753587243,0.9905317587151132,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-20,0.0,0.2977412731006161,0.0272479564032697,0.3080139139741789,0.2173913043478259,2009,12,20,354,51,4,1,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,-0.1882267098432439,0.9821256058680006,-0.1372837753587243,0.9905317587151132,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-21,0.0,0.2943189596167008,0.1335149863760217,0.2674760853568803,0.2173913043478259,2009,12,21,355,52,4,1,-2.4492935982947064e-16,1.0,-0.9510565162951535,-0.30901699437494756,-0.1712931441814778,0.9852201067560606,-0.017218505501562464,0.9998517505451959,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-22,0.0,0.2997946611909654,0.4141689373297002,0.2627266037862066,0.3478260869565217,2009,12,22,356,52,4,1,-2.4492935982947064e-16,1.0,-0.9945218953682733,-0.10452846326765423,-0.154308820664281,0.9880226656636976,-0.017218505501562464,0.9998517505451959,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-23,0.0,0.2956878850102669,0.4768392370572206,0.1291056257943676,0.4347826086956521,2009,12,23,357,52,4,1,-2.4492935982947064e-16,1.0,-0.9945218953682734,0.10452846326765299,-0.13727877211326517,0.9905324521322227,-0.017218505501562464,0.9998517505451959,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-24,0.0,0.2970568104038329,0.5068119891008174,0.246337547662051,0.3913043478260869,2009,12,24,358,52,4,1,-2.4492935982947064e-16,1.0,-0.9510565162951536,0.30901699437494723,-0.12020804489935275,0.9927487224577402,-0.017218505501562464,0.9998517505451959,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-25,0.1144130757800891,0.3039014373716635,0.4877384196185285,0.6006421834236404,0.4347826086956521,2009,12,25,359,52,4,1,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,-0.10310169744743544,0.9946708199115211,-0.017218505501562464,0.9998517505451959,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-26,0.0,0.3052703627652295,0.2970027247956402,0.552746003077129,0.4347826086956521,2009,12,26,360,52,4,1,-2.4492935982947064e-16,1.0,-0.743144825477394,0.6691306063588585,-0.0859647987374467,0.9962981749346077,-0.017218505501562464,0.9998517505451959,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-27,0.0,0.3080082135523614,0.2724795640326975,0.5164893972840994,0.4347826086956521,2009,12,27,361,52,4,1,-2.4492935982947064e-16,1.0,-0.5877852522924734,0.8090169943749473,-0.06880242680232064,0.9976303053065857,-0.017218505501562464,0.9998517505451959,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-28,0.075780089153046,0.3052703627652295,0.2888283378746593,0.455782995518095,0.3913043478260869,2009,12,28,362,53,4,1,-2.4492935982947064e-16,1.0,-0.40673664307580015,0.913545457642601,-0.05161966722325418,0.9986668162884759,0.10309647627011931,0.9946713610940473,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-29,0.0,0.3121149897330597,0.3896457765667574,0.6022141949294268,0.3913043478260869,2009,12,29,363,53,4,1,-2.4492935982947064e-16,1.0,-0.20791169081775898,0.9781476007338057,-0.034421611622745804,0.9994074007397048,0.10309647627011931,0.9946713610940473,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-30,0.0118870728083209,0.3155373032169746,0.4904632152588555,0.6046892768747074,0.3913043478260869,2009,12,30,364,53,4,1,-2.4492935982947064e-16,1.0,-1.133107779529596e-15,1.0,-0.01721335615583528,0.9998518392091162,0.10309647627011931,0.9946713610940473,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-31,0.0445765230312035,0.3155373032169746,0.5013623978201633,0.4577898187169711,0.3478260869565217,2009,12,31,365,53,4,1,-2.4492935982947064e-16,1.0,0.2079116908177585,0.9781476007338058,6.432490598706546e-16,1.0,0.10309647627011931,0.9946713610940473,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2010-01-01,0.3937592867756315,0.3169062286105408,0.326975476839237,0.6255602381430196,0.5652173913043479,2010,1,1,1,53,1,1,0.49999999999999994,0.8660254037844387,0.20791169081775931,0.9781476007338057,0.017213356155834685,0.9998518392091162,0.10309647627011931,0.9946713610940473,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-02,0.0,0.3127994524298427,0.318801089918256,0.4903672486453945,0.6521739130434783,2010,1,2,2,53,1,1,0.49999999999999994,0.8660254037844387,0.40673664307580015,0.9135454576426009,0.03442161162274574,0.9994074007397048,0.10309647627011931,0.9946713610940473,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-03,0.0,0.3032169746748803,0.1880108991825613,0.4713024282560707,0.4782608695652173,2010,1,3,3,53,1,1,0.49999999999999994,0.8660254037844387,0.5877852522924731,0.8090169943749475,0.051619667223253764,0.998666816288476,0.10309647627011931,0.9946713610940473,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-04,0.0,0.3114305270362767,0.1580381471389645,0.5696702120543182,0.3913043478260869,2010,1,4,4,1,1,1,0.49999999999999994,0.8660254037844387,0.7431448254773941,0.6691306063588582,0.06880242680231986,0.9976303053065857,0.12020794657696499,0.9927487343632071,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-05,0.4843982169390788,0.3203285420944559,0.2288828337874659,0.6171984748143688,0.5652173913043479,2010,1,5,5,1,1,1,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,0.08596479873744647,0.9962981749346078,0.12020794657696499,0.9927487343632071,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-06,0.0,0.3196440793976729,0.3405994550408719,0.5742859054117333,0.8260869565217392,2010,1,6,6,1,1,1,0.49999999999999994,0.8660254037844387,0.9510565162951535,0.30901699437494745,0.10310169744743485,0.9946708199115211,0.12020794657696499,0.9927487343632071,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-07,0.0,0.3182751540041069,0.3160762942779291,0.5885343501237541,0.8260869565217392,2010,1,7,7,1,1,1,0.49999999999999994,0.8660254037844387,0.9945218953682733,0.10452846326765346,0.1202080448993527,0.9927487224577402,0.12020794657696499,0.9927487343632071,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-08,0.0,0.325119780971937,0.3160762942779291,0.6006756304769552,0.8695652173913042,2010,1,8,8,1,1,1,0.49999999999999994,0.8660254037844387,0.9945218953682734,-0.10452846326765333,0.13727877211326478,0.9905324521322229,0.12020794657696499,0.9927487343632071,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-09,0.0534918276374442,0.3230663928815882,0.3051771117166212,0.531941935915446,0.6956521739130435,2010,1,9,9,1,1,1,0.49999999999999994,0.8660254037844387,0.9510565162951536,-0.30901699437494734,0.15430882066428117,0.9880226656636976,0.12020794657696499,0.9927487343632071,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-10,0.0,0.3203285420944559,0.2479564032697547,0.576158940397351,0.5652173913043479,2010,1,10,10,1,1,1,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,0.1712931441814776,0.9852201067560606,0.12020794657696499,0.9927487343632071,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-11,0.0,0.3210130047912389,0.1934604904632152,0.6080674292594823,0.4782608695652173,2010,1,11,11,2,1,1,0.49999999999999994,0.8660254037844387,0.7431448254773945,-0.6691306063588579,0.1882267098432442,0.9821256058680006,0.238672573649364,0.971100099159499,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-12,0.0014858841010401,0.3230663928815882,0.1226158038147138,0.5694026356278012,0.4347826086956521,2010,1,12,12,2,1,1,0.49999999999999994,0.8660254037844387,0.5877852522924732,-0.8090169943749473,0.2051044998686192,0.9787400799669153,0.238672573649364,0.971100099159499,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-13,0.0,0.3292265571526354,0.1880108991825613,0.5648538363770153,0.3913043478260869,2010,1,13,13,2,1,1,0.49999999999999994,0.8660254037844387,0.40673664307580004,-0.913545457642601,0.2219215130041655,0.9750645322571948,0.238672573649364,0.971100099159499,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-14,0.0,0.3292265571526354,0.2043596730245231,0.5671282360024084,0.3478260869565217,2010,1,14,14,2,1,1,0.49999999999999994,0.8660254037844387,0.20791169081775931,-0.9781476007338057,0.2386727660059501,0.9711000518829505,0.238672573649364,0.971100099159499,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-15,0.0,0.3285420944558523,0.2425068119891008,0.5414408990567932,0.3478260869565217,2010,1,15,15,2,1,1,0.49999999999999994,0.8660254037844387,5.66553889764798e-16,-1.0,0.255353295116187,0.9668478136052775,0.238672573649364,0.971100099159499,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-16,0.0,0.3264887063655031,0.2288828337874659,0.5496019800655563,0.3478260869565217,2010,1,16,16,2,1,1,0.49999999999999994,0.8660254037844387,-0.20791169081775907,-0.9781476007338057,0.2719581575341055,0.9623090774541486,0.238672573649364,0.971100099159499,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-17,0.0,0.3319644079397674,0.1471389645776566,0.621145227105492,0.3043478260869565,2010,1,17,17,2,1,1,0.49999999999999994,0.8660254037844387,-0.4067366430758002,-0.9135454576426009,0.288482432880609,0.9574851883550393,0.238672573649364,0.971100099159499,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-18,0.0014858841010401,0.3360711841204655,0.2234332425068119,0.6158271456284703,0.3043478260869565,2010,1,18,18,3,1,1,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475,0.30492122465628907,0.9523775757303974,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-19,0.0,0.3394934976043806,0.1634877384196185,0.6000401364639776,0.3043478260869565,2010,1,19,19,3,1,1,0.49999999999999994,0.8660254037844387,-0.743144825477394,-0.6691306063588585,0.3212696616923644,0.9469877530760753,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-20,0.0,0.3408624229979466,0.1335149863760217,0.5164559502307848,0.2608695652173911,2010,1,20,20,3,1,1,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0.3375228995941133,0.9413173175128471,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-21,0.0,0.3401779603011639,0.1716621253405994,0.4391263629674224,0.2608695652173911,2010,1,21,21,3,1,1,0.49999999999999994,0.8660254037844387,-0.9510565162951535,-0.30901699437494756,0.3536761221763716,0.9353679493131483,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-22,0.0,0.3374401095140316,0.1416893732970027,0.4685263228309586,0.2608695652173911,2010,1,22,22,3,1,1,0.49999999999999994,0.8660254037844387,-0.9945218953682733,-0.10452846326765423,0.3697245428906731,0.9291414114031743,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-23,0.0,0.3381245722108146,0.1771117166212533,0.4431400093651749,0.2608695652173911,2010,1,23,23,3,1,1,0.49999999999999994,0.8660254037844387,-0.9945218953682734,0.10452846326765299,0.38566340624360707,0.9226395488404876,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-24,0.0,0.3408624229979466,0.1280653950953678,0.4792293798916316,0.2608695652173911,2010,1,24,24,3,1,1,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723,0.401487989205973,0.9158642882672872,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-25,0.0,0.3436002737850787,0.212534059945504,0.4863870493009568,0.2608695652173911,2010,1,25,25,4,1,1,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0.4171936026123168,0.9088176373395029,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-26,0.1887072808320951,0.3497604380561259,0.2016348773841961,0.5782326577028565,0.2608695652173911,2010,1,26,26,4,1,1,0.49999999999999994,0.8660254037844387,-0.743144825477394,0.6691306063588585,0.4327755925504312,0.901501684131884,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-27,0.0,0.3531827515400412,0.212534059945504,0.5382968760452205,0.3043478260869565,2010,1,27,27,4,1,1,0.49999999999999994,0.8660254037844387,-0.5877852522924734,0.8090169943749473,0.4482293417404106,0.893918596519257,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-28,0.0,0.3613963039014374,0.108991825613079,0.6031841594755503,0.2608695652173911,2010,1,28,28,4,1,1,0.49999999999999994,0.8660254037844387,-0.40673664307580015,0.913545457642601,0.4635502709028509,0.886070621534138,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-29,0.0,0.3627652292950034,0.1307901907356948,0.5103351394742124,0.2608695652173911,2010,1,29,29,4,1,1,0.49999999999999994,0.8660254037844387,-0.20791169081775898,0.9781476007338057,0.47873384011578846,0.8779600847008882,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-30,0.0,0.3661875427789187,0.2697547683923705,0.5097665395678641,0.2608695652173911,2010,1,30,30,4,1,1,0.49999999999999994,0.8660254037844387,-1.133107779529596e-15,1.0,0.49377555015997715,0.869589389346611,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-31,0.0,0.3607118412046544,0.1907356948228882,0.5344504649140411,0.3478260869565217,2010,1,31,31,4,1,1,0.49999999999999994,0.8660254037844387,0.2079116908177585,0.9781476007338058,0.5086709438521044,0.8609610158889943,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-01,0.0,0.3566050650239563,0.108991825613079,0.5518763796909494,0.3043478260869565,2010,2,1,32,5,1,1,0.8660254037844386,0.5000000000000001,0.20791169081775931,0.9781476007338057,0.5234156073655503,0.8520775211013093,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-02,0.0,0.3552361396303902,0.100817438692098,0.5189310321760654,0.3043478260869565,2010,2,2,33,5,1,1,0.8660254037844386,0.5000000000000001,0.40673664307580015,0.9135454576426009,0.5380051715382996,0.8429415373547828,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-03,0.0,0.3566050650239563,0.2016348773841961,0.4961535888688206,0.3043478260869565,2010,2,3,34,5,1,1,0.8660254037844386,0.5000000000000001,0.5877852522924731,0.8090169943749475,0.5524353131676196,0.8335557718385699,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-04,0.0,0.3559206023271732,0.2806539509536784,0.5339487591143222,0.2608695652173911,2010,2,4,35,5,1,1,0.8660254037844386,0.5000000000000001,0.7431448254773941,0.6691306063588582,0.5667017562911176,0.8239230057575542,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-05,0.288261515601783,0.3627652292950034,0.2452316076294277,0.5436818516288715,0.3043478260869565,2010,2,5,36,5,1,1,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-06,0.0,0.3655030800821355,0.217983651226158,0.4557495484647802,0.4782608695652173,2010,2,6,37,5,1,1,0.8660254037844386,0.5000000000000001,0.9510565162951535,0.30901699437494745,0.5947266869607634,0.8039279618328213,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-07,0.0,0.3702943189596168,0.2316076294277929,0.5664258478828017,0.4347826086956521,2010,2,7,38,5,1,1,0.8660254037844386,0.5000000000000001,0.9945218953682733,0.10452846326765346,0.6084768701151261,0.7935716089521474,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-08,0.0,0.3668720054757015,0.1798365122615803,0.4888955782995519,0.3913043478260869,2010,2,8,39,6,1,1,0.8660254037844386,0.5000000000000001,0.9945218953682734,-0.10452846326765333,0.6220467484408675,0.7829801036770629,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-09,0.0490341753343239,0.3702943189596168,0.1743869209809264,0.5071576694093252,0.3478260869565217,2010,2,9,40,6,1,1,0.8660254037844386,0.5000000000000001,0.9510565162951536,-0.30901699437494734,0.6354323008901774,0.7721565844991642,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-10,0.0,0.3750855578370979,0.2098092643051771,0.5227774433072447,0.3913043478260869,2010,2,10,41,6,1,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.6486295610349814,0.7611042586607747,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-11,0.0,0.3730321697467489,0.1880108991825613,0.5451535219747141,0.3913043478260869,2010,2,11,42,6,1,1,0.8660254037844386,0.5000000000000001,0.7431448254773945,-0.6691306063588579,0.6616346182422783,0.7498264012045686,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-12,0.0089153046062407,0.3709787816563998,0.1525885558583106,0.5091644926082013,0.3913043478260869,2010,2,12,43,6,1,1,0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,0.6744436188329455,0.7383263540031065,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-13,0.0,0.3655030800821355,0.1662125340599455,0.4335741521171985,0.3478260869565217,2010,2,13,44,6,1,1,0.8660254037844386,0.5000000000000001,0.40673664307580004,-0.913545457642601,0.6870527672236669,0.7266075247685656,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-14,0.0,0.3716632443531829,0.2070844686648501,0.475316074653823,0.3478260869565217,2010,2,14,45,6,1,1,0.8660254037844386,0.5000000000000001,0.20791169081775931,-0.9781476007338057,0.699458327051647,0.7146733860429609,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-15,0.0,0.3730321697467489,0.2779291553133515,0.4881597431266304,0.3478260869565217,2010,2,15,46,7,1,1,0.8660254037844386,0.5000000000000001,5.66553889764798e-16,-1.0,0.7116566222817746,0.7025274741691571,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-16,0.0,0.3757700205338812,0.2752043596730245,0.5029098936383705,0.3478260869565217,2010,2,16,47,7,1,1,0.8660254037844386,0.5000000000000001,-0.20791169081775907,-0.9781476007338057,0.7236440382959124,0.6901733882429719,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-17,0.0,0.3805612594113623,0.3378746594005449,0.4974914710014049,0.3043478260869565,2010,2,17,48,7,1,1,0.8660254037844386,0.5000000000000001,-0.4067366430758002,-0.9135454576426009,0.7354170229639855,0.6776147890466889,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-18,0.0178306092124814,0.3812457221081451,0.4277929155313351,0.5200682319887617,0.3913043478260869,2010,2,18,49,7,1,1,0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475,0.7469720876965552,0.6648553979642865,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-19,0.0,0.3874058863791925,0.4005449591280653,0.5209044083216268,0.4782608695652173,2010,2,19,50,7,1,1,0.8660254037844386,0.5000000000000001,-0.743144825477394,-0.6691306063588585,0.7583058084785624,0.6518989958787126,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-20,0.0,0.3874058863791925,0.326975476839237,0.5312729948491537,0.5652173913043479,2010,2,20,51,7,1,1,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,0.7694148268839378,0.6387494220515272,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-21,0.0074294205052005,0.3839835728952772,0.3106267029972752,0.5466586393738713,0.6086956521739131,2010,2,21,52,7,1,1,0.8660254037844386,0.5000000000000001,-0.9510565162951535,-0.30901699437494756,0.7802958510707755,0.6254105729852463,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-22,0.0,0.3887748117727585,0.3160762942779291,0.5264900662251655,0.5217391304347825,2010,2,22,53,8,1,1,0.8660254037844386,0.5000000000000001,-0.9945218953682733,-0.10452846326765423,0.7909456567567772,0.6118864012687243,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-23,0.0,0.3935660506502396,0.435967302452316,0.5307378419961202,0.6086956521739131,2010,2,23,54,8,1,1,0.8660254037844386,0.5000000000000001,-0.9945218953682734,0.10452846326765299,0.8013610881746766,0.5981809144059165,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-24,0.0,0.3928815879534566,0.3869209809264304,0.5154525386313467,0.6521739130434783,2010,2,24,55,8,1,1,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723,0.8115390590073611,0.5842981736283684,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-25,0.0,0.3969883641341547,0.3814713896457765,0.5899391263629674,0.5652173913043479,2010,2,25,56,8,1,1,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-26,0.0044576523031203,0.4024640657084191,0.430517711171662,0.5393337346979732,0.5217391304347825,2010,2,26,57,8,1,1,0.8660254037844386,0.5000000000000001,-0.743144825477394,0.6691306063588585,0.8311706263658079,0.5560174366570446,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-27,0.0,0.3976728268309379,0.3787465940054495,0.522242290454211,0.4782608695652173,2010,2,27,58,8,1,1,0.8660254037844386,0.5000000000000001,-0.5877852522924734,0.8090169943749473,0.8406184056344782,0.5416278206559814,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-28,0.0,0.4065708418891172,0.4523160762942779,0.6482373402903205,0.4347826086956521,2010,2,28,59,8,1,1,0.8660254037844386,0.5000000000000001,-0.40673664307580015,0.913545457642601,0.8498170915275278,0.5270777086423722,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-03-01,0.1040118870728083,0.4113620807665983,0.4468664850136239,0.6431533881865008,0.3913043478260869,2010,3,1,60,9,1,2,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,0.8587639582758029,0.5123714121284237,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-02,0.0,0.4045174537987681,0.3841961852861035,0.5441835574285905,0.4347826086956521,2010,3,2,61,9,1,2,1.0,6.123233995736766e-17,0.40673664307580015,0.9135454576426009,0.8674563547295969,0.49751328890718066,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-03,0.0014858841010401,0.4147843942505136,0.326975476839237,0.5813766807144292,0.3913043478260869,2010,3,3,62,9,1,2,1.0,6.123233995736766e-17,0.5877852522924731,0.8090169943749475,0.8758917051442429,0.48250774176121847,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-04,0.0,0.4209445585215607,0.32425068119891,0.5645193658438692,0.3913043478260869,2010,3,4,63,9,1,2,1.0,6.123233995736766e-17,0.7431448254773941,0.6691306063588582,0.8840675099433636,0.4673592171580022,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-05,0.0,0.4168377823408624,0.2425068119891008,0.5160545855910095,0.3913043478260869,2010,3,5,64,9,1,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.8919813464595485,0.45207220393230435,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-06,0.0,0.4168377823408624,0.2098092643051771,0.5058197872767409,0.3478260869565217,2010,3,6,65,9,1,2,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,0.8996308696522433,0.43665123195606403,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-07,0.0,0.4209445585215607,0.1961852861035422,0.505652552010168,0.3478260869565217,2010,3,7,66,9,1,2,1.0,6.123233995736766e-17,0.9945218953682733,0.10452846326765346,0.9070138128026359,0.4211008707960896,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-08,0.0,0.4264202600958249,0.2016348773841961,0.5084621044885946,0.3478260869565217,2010,3,8,67,10,1,2,1.0,6.123233995736766e-17,0.9945218953682734,-0.10452846326765333,0.9141279881853337,0.40542572835999735,0.9338368745561365,0.35769916371054955,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-09,0.0891530460624071,0.432580424366872,0.1907356948228882,0.5219412669743797,0.3478260869565217,2010,3,9,68,10,1,2,1.0,6.123233995736766e-17,0.9510565162951536,-0.30901699437494734,0.9209712877166346,0.38963044953078796,0.9338368745561365,0.35769916371054955,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
